Student_ID,Gender,Age,Department,Year_of_Study,Attendance_Percentage,Study_Hours_Per_Day,Previous_CGPA,Assignment_Completion_Rate,Online_Resources_Used,Extracurricular_Activities,Sleep_Hours,Family_Income_Category,Internet_Access,Mental_Health_Score,Part_Time_Job,Distance_From_College_KM,Final_Grade,Performance_Score
S0647,Female,18,BBA,4,,3.7,4.1,53.1,Yes,0,4.4,Low,Yes,5.0,No,6.6,F,23.1
S0648,Female,22,Computer Science,2,54.4,4.7,4.55,44.6,Yes,2,6.9,Medium,Yes,3.2,No,27.9,F,22.6
S0649,Female,21,BBA,3,66.8,3.1,5.98,65.1,Yes,0,5.3,Medium,Yes,6.1,No,4.4,F,27.8
S0650,Female,21,Computer Science,1,84.1,6.2,,76.9,Yes,2,6.7,Medium,Yes,8.3,No,6.6,C,49.3
S0651,Male,17,MBA,2,70.4,2.8,6.41,57.3,Yes,1,6.4,Low,Yes,3.1,Yes,2.1,F,29.6
S0652,Female,19,Civil,2,61.3,4.6,6.65,66.2,Yes,0,6.8,High,Yes,4.2,No,7.8,D,31.4
S0653,Female,19,Electronics,2,78.4,4.2,6.63,62.6,No,3,6.2,Medium,Yes,6.9,No,12.9,D,40.4
S0654,Female,19,MBA,3,77.8,3.3,7.23,70.4,Yes,0,7.2,Low,Yes,5.6,Yes,4.2,D,43.1
S0655,Male,18,Electrical,4,85.7,3.9,6.49,68.9,Yes,1,5.7,High,Yes,8.8,No,4.5,D,34.1
S0656,Male,23,Mechanical,1,70.7,3.3,,71.9,Yes,1,7.4,Low,Yes,8.5,No,19.5,D,34.3
S0657,Male,20,Civil,3,82.6,4.9,7.23,61.1,No,1,5.0,High,Yes,4.5,No,1.1,D,39.5
S0658,Male,19,Electrical,3,87.9,8.2,7.41,72.9,Yes,2,7.9,High,Yes,6.3,No,11.1,B,60.6
S0659,Female,19,Electronics,1,67.1,2.8,5.21,74.9,Yes,0,9.0,Medium,Yes,5.6,Yes,6.0,F,27.5
S0660,Female,20,BBA,1,85.3,4.5,,81.4,Yes,1,6.6,Medium,Yes,4.9,Yes,4.5,C,48.6
S0661,Male,20,Computer Science,2,75.1,4.0,5.97,60.0,No,2,8.4,Low,No,7.8,No,11.7,C,49.3
S0662,Other,20,Electronics,1,73.3,4.8,5.5,63.7,Yes,3,8.7,High,Yes,7.7,No,19.0,D,37.4
S0663,Female,23,MBA,1,74.0,3.2,6.76,59.8,Yes,0,6.1,Medium,Yes,3.0,Yes,9.2,D,34.0
S0664,Male,20,Mechanical,1,76.5,4.8,6.72,60.7,No,1,6.6,Medium,No,7.4,No,1.3,D,44.5
S0665,Male,25,MBA,2,55.5,0.0,4.0,59.9,Yes,1,5.5,High,Yes,4.5,Yes,7.2,F,11.8
S0666,Male,22,Civil,3,70.9,4.7,8.13,63.5,Yes,1,5.6,High,Yes,4.1,No,7.2,F,21.3
S0667,Male,19,Civil,2,84.0,3.0,,83.9,Yes,1,6.8,High,Yes,5.0,No,8.8,C,48.7
S0668,Male,23,Mechanical,4,81.5,2.6,8.29,75.6,No,2,4.5,Low,No,6.8,Yes,12.1,C,58.5
S0669,Male,18,Electrical,2,79.5,4.4,7.32,62.0,Yes,3,7.5,High,Yes,7.6,No,1.2,C,48.9
S0670,Male,22,Electrical,3,78.2,3.6,,50.7,No,1,6.7,Medium,Yes,5.5,Yes,8.0,C,52.6
S0671,Male,19,Civil,4,71.0,7.2,8.06,67.2,Yes,0,7.3,High,Yes,5.2,No,9.9,C,58.7
S0672,Female,22,Civil,3,88.4,,9.66,81.5,Yes,1,6.3,Medium,Yes,6.0,No,5.2,C,53.0
S0673,Male,22,BBA,2,89.7,5.5,6.86,63.1,Yes,0,7.3,Low,No,9.1,No,12.0,B,66.7
S0674,Female,22,Computer Science,3,70.7,3.2,6.33,77.1,Yes,1,6.8,Medium,Yes,1.8,Yes,3.6,D,40.8
S0675,Male,21,BBA,1,74.8,7.0,8.96,71.8,Yes,1,7.1,Medium,Yes,6.6,No,4.8,C,52.8
S0676,Other,19,BBA,2,69.3,2.4,6.09,54.7,Yes,3,7.6,Medium,Yes,7.6,Yes,33.9,F,25.7
S0677,Male,18,Electrical,2,79.5,3.7,7.47,81.1,Yes,1,5.0,Low,Yes,5.3,Yes,5.3,F,28.5
S0678,Male,20,Mechanical,2,86.8,5.7,9.95,87.4,Yes,3,5.7,Medium,Yes,,No,5.3,C,46.1
S0679,Other,18,Electrical,1,83.1,5.6,7.15,76.6,Yes,0,9.3,Low,Yes,8.0,No,10.1,B,64.3
S0680,Female,21,Computer Science,4,74.9,5.7,7.68,79.4,Yes,1,6.7,High,Yes,3.7,No,36.4,B,62.2
S0681,Female,19,MBA,3,62.7,4.2,7.18,49.2,No,1,4.4,Medium,Yes,4.2,No,41.8,D,41.1
S0682,Male,24,Civil,2,71.8,3.5,7.41,80.3,Yes,3,4.4,Low,No,3.6,Yes,9.7,D,42.1
S0683,Male,20,Civil,4,84.8,3.2,8.55,76.0,No,0,6.4,Low,No,7.8,Yes,1.0,C,57.6
S0684,Female,22,Computer Science,2,64.0,3.9,,62.5,Yes,2,5.9,Low,Yes,2.8,No,24.1,D,43.9
S0685,Female,18,BBA,4,65.5,5.0,6.79,64.5,Yes,3,5.5,Medium,Yes,,No,9.4,D,38.1
S0686,Female,22,Mechanical,2,90.7,3.7,6.88,66.8,No,3,8.7,Low,No,7.0,Yes,5.6,B,66.2
S0687,Female,23,Civil,1,61.6,3.5,6.9,60.3,No,1,6.1,Low,No,5.2,Yes,18.7,F,27.4
S0688,Male,20,Electronics,3,66.9,3.2,6.18,66.8,Yes,3,7.5,High,Yes,6.5,No,6.1,C,47.2
S0689,Female,20,BBA,3,87.2,8.1,7.82,75.7,Yes,1,6.8,High,Yes,5.8,No,1.3,C,52.4
S0690,Male,21,Civil,3,75.5,6.0,7.57,62.3,No,0,6.1,Medium,Yes,3.9,No,18.2,C,56.6
S0691,Male,18,Electronics,4,72.8,4.8,6.46,71.2,Yes,1,5.1,High,Yes,6.0,No,8.9,D,38.0
S0692,Male,20,Computer Science,3,88.1,0.2,8.21,64.4,Yes,0,7.4,Low,Yes,7.7,No,5.1,C,56.1
S0693,Female,19,Computer Science,3,89.0,4.9,8.11,78.6,Yes,2,3.7,Medium,Yes,7.2,Yes,3.9,B,60.3
S0694,Male,18,BBA,4,88.2,5.8,7.81,75.6,No,1,7.5,Medium,No,10.0,No,10.0,C,49.5
S0695,Male,19,Civil,3,75.7,4.8,7.67,59.1,Yes,1,6.7,Medium,Yes,5.3,No,3.3,C,52.2
S0696,Female,18,Electrical,2,58.2,6.1,5.24,61.8,No,2,7.2,Medium,No,5.0,No,4.9,F,26.0
S0697,Male,17,Electronics,4,71.2,3.0,5.21,65.0,Yes,1,6.5,Medium,Yes,6.5,No,11.1,C,49.1
S0698,Female,18,Mechanical,1,75.1,6.7,8.38,63.0,No,2,5.0,Medium,No,5.6,No,22.3,C,47.5
S0699,Male,24,Civil,3,92.1,3.0,,72.9,No,1,7.0,Medium,No,6.2,Yes,8.6,D,43.3
S0700,Female,20,Mechanical,4,72.0,6.0,,85.9,Yes,3,7.5,Low,Yes,4.4,No,15.2,D,39.3
S0701,Female,24,Civil,3,84.3,7.7,9.37,,No,1,5.9,Low,Yes,6.0,No,15.4,A,89.9
S0702,Male,20,Electrical,3,75.6,2.0,4.35,44.8,Yes,0,7.3,Low,Yes,7.3,Yes,11.9,C,50.8
S0703,Male,19,Electrical,3,83.3,6.1,6.33,68.2,Yes,4,6.9,Low,Yes,7.6,No,3.8,C,50.8
S0704,Male,20,BBA,2,79.7,5.6,8.2,61.7,No,1,7.0,Medium,No,6.4,No,21.2,C,51.3
S0705,Male,20,BBA,4,,1.4,5.89,,Yes,0,5.5,Low,No,3.5,Yes,6.7,C,49.0
S0706,Other,18,Electrical,1,67.6,3.2,6.37,57.8,Yes,4,8.0,High,Yes,5.6,Yes,1.5,F,27.5
S0707,Male,20,MBA,1,81.1,3.9,4.62,56.6,No,0,6.9,Low,No,6.7,Yes,3.8,C,48.9
S0708,Female,19,Electrical,1,85.1,4.8,7.23,64.9,No,2,7.5,Low,No,9.8,No,15.5,C,59.1
S0709,Male,20,Computer Science,2,66.2,4.3,5.99,55.3,Yes,2,6.0,Medium,Yes,7.8,No,1.7,D,40.1
S0710,Female,21,Computer Science,2,84.5,3.9,9.27,75.3,Yes,0,7.7,Low,Yes,7.7,Yes,2.6,B,65.9
S0711,Female,18,MBA,3,67.4,4.5,8.03,,Yes,1,6.0,Medium,Yes,5.7,No,12.8,D,43.8
S0712,Female,18,Electronics,2,77.5,4.8,6.93,75.8,Yes,2,5.4,Medium,Yes,6.0,No,23.3,C,48.5
S0713,Male,21,Mechanical,2,81.5,4.1,6.97,73.0,Yes,1,8.6,Low,Yes,7.8,No,11.0,C,50.6
S0714,Male,20,Civil,1,79.5,6.1,8.75,67.8,No,1,3.7,Low,No,5.3,No,3.5,D,41.1
S0715,Male,18,Civil,2,94.8,9.3,8.78,85.0,Yes,3,10.0,Medium,Yes,8.9,No,1.5,A,76.0
S0716,Female,25,MBA,3,68.8,3.3,6.07,54.8,Yes,2,7.3,Low,No,4.3,No,10.5,C,48.4
S0717,Female,18,Computer Science,1,83.0,4.5,6.14,50.0,No,3,6.1,Low,No,3.2,No,1.5,D,43.1
S0718,Other,21,BBA,1,63.8,2.8,6.38,52.3,No,1,6.9,Low,No,2.8,No,10.5,F,18.3
S0719,Male,25,Civil,1,76.2,3.2,5.58,66.9,Yes,3,7.3,Low,Yes,5.1,Yes,3.6,C,49.1
S0720,Female,19,Computer Science,1,66.6,11.8,4.25,51.3,Yes,1,6.1,Medium,Yes,8.2,No,24.5,C,51.4
S0721,Female,18,Electronics,2,68.2,4.4,5.83,45.3,No,1,8.9,Medium,No,5.2,No,7.4,D,38.7
S0722,Male,18,Mechanical,1,71.9,4.5,6.1,65.0,Yes,5,8.3,Medium,Yes,5.2,No,3.5,D,42.3
S0723,Male,19,Electronics,3,,3.8,5.08,56.4,No,2,9.8,Low,No,5.8,No,20.2,D,44.9
S0724,Female,18,MBA,4,82.6,4.4,7.01,64.6,No,3,5.0,Low,No,7.8,No,3.9,C,54.1
S0725,Female,21,Electrical,2,83.7,4.5,6.67,77.0,Yes,2,6.8,High,Yes,8.4,No,4.7,C,45.9
S0726,Female,18,Electrical,4,82.5,4.2,8.19,80.6,Yes,2,4.8,Medium,Yes,6.8,Yes,19.0,D,40.9
S0727,Male,20,Electrical,2,82.2,3.7,4.76,70.0,Yes,4,5.2,High,Yes,7.7,No,4.7,D,40.2
S0728,Female,25,Electronics,2,77.2,5.3,7.29,80.6,Yes,4,6.1,Medium,Yes,8.0,Yes,6.3,C,56.8
S0729,Male,22,Civil,4,63.8,3.5,7.25,72.8,Yes,0,6.1,Medium,Yes,1.8,Yes,5.3,D,32.4
S0730,Male,20,Mechanical,1,71.0,3.4,6.99,,Yes,3,6.9,Medium,Yes,3.6,No,2.2,D,40.9
S0731,Male,19,Electrical,4,79.6,6.9,10.0,80.4,Yes,1,6.4,Low,Yes,4.5,No,1.4,C,47.5
S0732,Female,20,MBA,1,83.1,2.6,,67.3,Yes,1,7.5,Medium,Yes,7.5,No,13.9,D,38.3
S0733,Female,20,MBA,2,67.1,4.7,6.19,59.6,Yes,2,6.9,Medium,Yes,5.2,Yes,11.4,D,30.7
S0734,Female,20,Electrical,1,78.3,3.5,7.27,68.2,Yes,0,8.5,Low,Yes,7.5,No,4.3,C,51.7
S0735,Male,18,Electrical,3,75.1,,5.98,52.2,Yes,0,7.5,Low,Yes,8.8,No,4.5,B,63.4
S0736,Female,22,Mechanical,3,75.9,5.5,6.77,74.8,Yes,2,5.1,Medium,Yes,2.3,No,30.0,B,67.0
S0737,Male,20,Electrical,3,90.0,4.2,9.49,78.8,Yes,2,6.3,High,Yes,4.7,Yes,45.0,B,62.4
S0738,Female,18,Mechanical,2,62.8,3.7,4.21,61.5,Yes,0,6.4,Medium,Yes,6.3,No,7.4,F,16.0
S0739,Male,19,MBA,2,62.9,3.7,5.54,75.1,Yes,1,7.0,Low,Yes,6.7,No,17.2,F,26.7
S0740,Male,20,Electrical,1,74.6,,7.18,63.5,Yes,2,7.8,Low,Yes,7.6,No,14.3,F,21.1
S0741,Male,22,Electronics,2,77.7,5.0,6.46,63.2,Yes,1,6.8,Medium,Yes,7.6,No,4.5,C,48.3
S0742,Male,21,BBA,4,77.1,4.4,6.82,69.5,Yes,1,7.2,Low,Yes,7.4,No,1.6,B,61.3
S0743,Female,21,Electronics,2,91.1,5.6,9.14,80.5,Yes,3,5.1,High,Yes,9.6,No,2.5,B,65.0
S0744,Female,17,MBA,4,78.7,4.8,5.62,60.0,Yes,2,5.9,Low,No,7.5,No,19.2,F,29.0
S0745,Male,20,Mechanical,4,76.3,5.1,8.25,76.3,Yes,1,4.2,Medium,Yes,6.3,No,14.1,C,55.5
S0746,Female,20,Electronics,2,,4.2,6.28,59.9,Yes,1,7.0,Medium,Yes,8.2,No,11.9,C,52.2
S0747,Male,17,Mechanical,3,85.6,,7.11,88.2,Yes,2,7.5,High,Yes,7.8,Yes,2.4,B,66.8
S0748,Female,19,Electronics,1,86.3,4.5,7.86,73.4,No,1,4.9,Medium,Yes,8.8,No,11.2,C,58.3
S0749,Female,21,Electronics,1,80.3,2.1,6.31,66.1,No,0,6.7,Medium,Yes,7.1,Yes,15.8,D,41.8
S0750,Female,18,Mechanical,1,64.5,3.7,6.48,64.8,Yes,0,6.4,High,No,6.7,No,20.7,F,24.4
S0751,Male,20,Civil,3,76.6,3.6,6.8,74.1,No,2,8.5,Low,No,5.2,Yes,1.1,C,53.6
S0752,Female,19,Electronics,2,80.7,4.5,8.65,69.1,Yes,0,5.4,High,Yes,6.5,No,12.5,B,60.7
S0753,Female,17,Electrical,2,84.8,7.0,8.3,82.3,Yes,1,7.6,Low,Yes,8.3,No,1.2,D,43.5
S0754,Male,19,BBA,2,77.2,3.8,8.29,62.7,Yes,1,7.9,Medium,Yes,7.9,Yes,13.3,D,36.8
S0755,Male,24,MBA,2,76.0,,6.42,85.4,Yes,2,6.3,Medium,Yes,4.5,No,11.1,D,39.1
S0756,Female,22,Civil,3,86.3,5.8,8.37,78.0,No,1,6.9,Low,No,7.1,No,2.6,C,56.2
S0757,Female,24,Mechanical,3,76.3,2.7,6.69,58.4,Yes,0,7.8,High,Yes,8.7,No,15.5,C,45.0
S0758,Female,20,Civil,1,70.4,5.0,,70.4,Yes,2,5.2,Low,Yes,3.6,No,1.7,D,39.5
S0759,Female,18,Computer Science,1,,4.4,9.14,83.8,No,1,6.0,Low,No,2.8,Yes,18.5,D,41.9
S0760,Female,20,Computer Science,3,75.8,3.3,6.35,55.0,No,3,6.7,Medium,No,7.8,No,4.0,F,29.2
S0761,Male,20,Electronics,2,76.7,4.7,6.7,72.1,Yes,0,9.0,Medium,Yes,5.8,No,12.7,C,53.7
S0762,Male,22,Electronics,3,68.8,3.9,5.83,56.0,Yes,1,6.0,Medium,Yes,8.6,No,26.7,D,32.7
S0763,Male,18,Electrical,2,79.2,3.5,8.11,81.4,Yes,2,6.2,Low,Yes,5.3,No,5.2,C,56.8
S0764,Female,20,BBA,2,74.7,1.8,5.68,54.1,No,3,8.4,Low,No,7.2,Yes,8.0,F,23.5
S0765,Male,18,MBA,1,76.5,3.1,4.81,60.4,Yes,4,7.3,Low,No,7.1,Yes,7.2,D,36.6
S0766,Female,19,Civil,1,80.6,4.2,7.63,63.5,No,1,9.1,Low,No,5.2,Yes,2.7,C,58.5
S0767,Female,21,Computer Science,3,80.0,5.7,6.76,65.7,Yes,0,7.8,Medium,Yes,9.8,No,9.9,C,53.6
S0768,Female,20,Electronics,2,74.3,4.3,7.0,55.1,No,3,6.3,Medium,No,5.3,No,14.6,D,35.9
S0769,Male,19,MBA,3,,6.5,7.62,76.8,Yes,1,6.2,High,Yes,5.9,No,25.9,D,42.0
S0770,Female,19,Civil,4,66.7,3.3,6.48,60.3,Yes,0,5.5,High,Yes,2.2,No,20.0,F,24.3
S0771,Male,20,Electronics,2,68.8,2.9,5.15,48.0,No,1,4.9,Low,No,2.6,Yes,8.1,D,32.0
S0772,Female,21,Electronics,3,77.7,4.2,6.8,71.2,Yes,0,6.9,Medium,Yes,7.8,No,13.7,C,58.6
S0773,Male,22,Computer Science,2,68.2,3.7,6.19,59.1,Yes,0,7.3,Low,Yes,6.5,Yes,17.1,D,41.1
S0774,Male,24,Computer Science,2,86.5,5.6,8.11,91.6,Yes,1,7.4,Low,Yes,6.2,No,7.8,C,57.4
S0775,Female,21,Electronics,3,71.5,5.1,8.86,73.0,No,3,6.4,Medium,No,4.8,No,2.2,C,49.2
S0776,Male,19,Mechanical,2,81.5,4.6,5.96,42.6,No,5,8.8,Low,No,8.3,No,6.8,D,31.2
S0777,Male,21,Electronics,3,74.4,7.0,7.18,64.2,Yes,1,4.9,Low,No,8.1,No,19.5,C,49.1
S0778,Female,20,MBA,1,72.6,4.9,7.14,63.7,Yes,2,4.7,High,Yes,4.8,No,10.1,C,46.2
S0779,Female,19,Electronics,3,90.1,6.3,8.8,78.9,No,0,5.5,Medium,No,7.8,No,13.9,B,65.4
S0780,Female,22,Electrical,4,86.5,6.1,9.63,93.4,Yes,2,6.5,Medium,Yes,5.5,No,3.0,C,52.0
S0781,Female,17,BBA,4,78.7,6.6,7.24,72.5,Yes,2,5.2,Low,Yes,6.7,No,34.3,D,43.2
S0782,Female,23,Electrical,3,75.9,4.3,5.79,74.5,Yes,1,8.1,Low,Yes,4.1,No,6.2,D,35.3
S0783,Male,20,Electrical,3,75.1,4.4,6.03,63.0,Yes,1,5.6,High,Yes,2.9,No,11.6,C,55.8
S0784,Male,20,Mechanical,2,80.9,5.3,7.52,69.7,Yes,4,5.4,Low,Yes,7.3,No,1.2,C,48.8
S0785,Male,21,Mechanical,3,80.5,6.8,,77.0,Yes,3,7.8,Medium,Yes,7.8,No,2.4,C,53.3
S0786,Female,22,Electronics,1,69.3,2.9,4.67,52.8,Yes,3,6.7,Low,Yes,6.5,No,16.2,F,28.3
S0787,Female,20,Electrical,2,69.9,2.9,8.15,74.5,Yes,0,7.4,Medium,No,4.6,Yes,35.4,F,28.2
S0788,Male,20,Mechanical,2,79.6,8.0,9.77,83.5,No,2,6.4,Low,No,5.0,No,4.9,C,58.4
S0789,Male,18,Computer Science,4,71.4,6.7,8.57,80.8,Yes,2,6.8,High,Yes,2.8,No,1.4,B,60.0
S0790,Female,20,Electronics,2,68.7,4.8,6.35,59.6,Yes,1,4.8,High,Yes,4.3,No,5.5,D,44.0
S0791,Male,18,MBA,2,79.1,4.9,6.51,67.9,No,2,6.3,Medium,No,5.8,No,1.2,C,52.9
S0792,Female,21,BBA,2,85.1,3.9,8.32,85.9,Yes,2,5.2,Low,Yes,5.6,Yes,3.1,C,57.4
S0793,Female,20,Civil,3,77.2,4.0,7.05,64.9,No,2,8.8,High,Yes,6.0,No,15.0,C,59.5
S0794,Female,21,Electronics,3,75.4,1.5,5.4,57.4,Yes,3,8.1,Medium,Yes,7.5,Yes,28.7,D,40.1
S0795,Male,17,Civil,1,70.7,5.1,6.8,75.5,Yes,4,5.7,Medium,No,5.7,No,1.9,C,46.2
S0796,Female,18,Electrical,2,78.1,5.4,7.67,70.2,Yes,3,6.3,Medium,Yes,5.4,No,9.2,C,49.4
S0797,Female,21,BBA,3,75.1,4.0,6.67,66.5,Yes,1,6.3,Low,Yes,6.0,No,3.9,C,47.6
S0798,Female,18,Civil,2,67.4,0.3,4.96,46.4,Yes,0,9.1,Low,Yes,10.0,Yes,2.5,F,29.4
S0799,Female,18,Electrical,1,69.8,5.8,7.5,48.7,No,3,7.0,Medium,No,7.0,No,3.5,D,36.4
S0800,Female,17,Computer Science,3,,6.6,8.5,60.3,No,0,6.0,Low,Yes,7.5,No,9.6,C,51.8
S0801,Female,24,Civil,3,74.3,4.1,6.28,71.5,Yes,0,6.7,Medium,Yes,6.8,No,1.7,C,50.0
S0802,Male,21,BBA,1,68.1,3.9,5.96,59.0,Yes,2,4.7,Medium,Yes,4.6,Yes,6.7,D,42.2
S0803,Female,19,Electronics,3,83.9,7.2,8.53,84.6,Yes,0,6.4,High,Yes,3.0,No,2.5,C,45.4
S0804,Female,19,Electrical,3,72.4,3.0,6.98,78.8,Yes,2,5.2,High,Yes,4.7,No,4.2,D,30.7
S0805,Male,19,Electronics,2,,4.9,7.46,72.0,Yes,1,4.3,High,Yes,5.9,No,3.1,C,52.0
S0806,Female,21,BBA,4,64.6,2.8,5.3,48.9,Yes,3,8.9,Low,Yes,6.3,Yes,22.5,D,31.4
S0807,Female,21,Mechanical,3,70.7,2.3,5.37,60.7,Yes,2,6.5,Low,Yes,8.1,No,13.3,C,55.5
S0808,Female,18,Electrical,3,90.5,4.0,9.16,90.2,Yes,5,5.6,Medium,Yes,3.7,Yes,21.3,B,61.9
S0809,Male,18,Civil,3,81.9,5.6,8.48,85.9,Yes,1,4.5,Low,No,4.7,Yes,5.8,D,39.0
S0810,Male,18,Electrical,1,75.1,5.1,7.47,66.6,No,0,6.2,Low,Yes,6.0,Yes,4.8,C,55.1
S0811,Other,21,Electronics,1,72.9,2.3,4.36,56.1,Yes,5,6.3,Medium,Yes,5.3,No,5.8,C,50.8
S0812,Female,21,Computer Science,2,79.4,3.1,5.59,66.3,Yes,0,7.4,Medium,Yes,9.1,No,1.2,D,41.6
S0813,Male,19,Electrical,1,66.4,1.8,4.66,55.8,Yes,2,5.4,High,Yes,,No,13.9,D,30.3
S0814,Female,17,Civil,2,,3.2,4.88,60.8,No,0,5.9,Low,No,3.1,No,5.3,F,21.5
S0815,Female,18,Mechanical,4,78.1,3.0,6.19,61.2,No,4,5.4,Low,Yes,5.3,No,4.8,D,31.6
S0816,Female,24,MBA,3,72.6,5.3,8.82,52.7,No,1,6.2,Low,No,5.7,No,10.1,B,60.9
S0817,Female,19,Computer Science,3,77.6,5.6,6.05,63.6,Yes,1,4.1,High,Yes,6.2,No,6.7,F,27.3
S0818,Male,21,Mechanical,4,71.6,3.3,5.89,58.3,No,2,5.5,Medium,No,6.0,No,40.6,D,30.3
S0819,Male,20,Electrical,3,81.5,4.3,6.82,75.1,Yes,0,7.3,High,Yes,6.6,No,5.4,C,47.1
S0820,Male,19,Electronics,2,64.8,6.7,,73.2,Yes,1,5.0,High,Yes,3.1,No,10.5,C,46.8
S0821,Female,19,BBA,1,78.8,5.0,7.48,78.2,Yes,3,7.7,Medium,Yes,7.1,No,4.7,D,43.9
S0822,Male,18,Electronics,2,64.6,3.9,6.96,53.4,No,2,7.5,Medium,Yes,4.6,Yes,47.7,C,45.3
S0823,Male,20,Civil,3,78.7,5.4,8.36,66.4,No,2,7.6,Low,No,6.6,Yes,6.9,D,34.5
S0824,Male,21,Electronics,2,73.2,4.6,6.48,72.5,Yes,1,6.5,Medium,Yes,3.8,No,11.1,F,25.0
S0825,Female,20,Computer Science,3,85.6,6.7,9.56,67.4,No,1,6.4,Medium,Yes,6.5,No,2.4,B,62.1
S0826,Female,20,Electronics,1,72.7,3.2,6.55,63.9,No,0,6.9,Medium,No,8.8,No,14.2,F,26.6
S0827,Male,17,Civil,3,62.0,2.5,4.7,62.2,Yes,0,8.1,High,Yes,6.0,No,4.1,D,32.9
S0828,Male,24,MBA,3,64.3,3.8,5.98,60.6,No,0,8.0,High,Yes,5.0,No,7.0,D,30.9
S0829,Female,21,Electrical,3,75.0,1.6,5.17,62.0,No,2,4.5,Medium,Yes,7.9,No,22.5,C,47.0
S0830,Male,19,BBA,4,71.8,0.3,5.75,69.5,Yes,0,5.5,Medium,Yes,8.2,Yes,36.3,F,26.4
S0831,Male,24,Electrical,3,83.2,5.9,8.51,74.0,No,5,5.2,Medium,Yes,3.6,No,6.5,B,68.4
S0832,Male,20,Electronics,4,87.9,4.8,6.58,70.7,Yes,1,7.4,Low,Yes,7.1,No,19.0,C,56.9
S0833,Male,20,Mechanical,4,70.8,2.0,4.64,59.7,Yes,3,5.7,Low,Yes,5.9,Yes,1.5,F,25.9
S0834,Male,21,Electrical,3,58.4,0.2,6.0,47.7,No,1,6.3,Medium,Yes,4.5,Yes,19.8,D,35.6
S0835,Female,22,MBA,3,71.3,4.3,6.42,74.9,Yes,1,8.5,Medium,Yes,3.3,Yes,10.9,D,38.6
S0836,Male,21,Electronics,1,90.9,4.9,9.09,85.3,Yes,0,7.8,Low,Yes,4.0,Yes,7.7,B,72.8
S0837,Female,18,BBA,2,78.4,4.5,7.54,77.9,Yes,2,8.2,High,Yes,4.2,Yes,23.1,C,56.7
S0838,Male,19,Civil,2,72.2,3.6,6.59,68.1,No,1,5.6,Low,Yes,3.1,Yes,19.7,D,39.4
S0839,Female,23,MBA,2,77.8,5.6,7.6,72.4,Yes,3,3.2,Low,Yes,6.0,No,4.5,C,52.5
S0840,Female,19,Electronics,2,74.4,11.6,5.99,59.3,Yes,2,6.0,Medium,Yes,7.8,No,16.7,B,60.1
S0841,Male,19,MBA,4,79.2,6.5,7.37,73.9,Yes,1,4.8,Low,Yes,3.4,No,2.0,B,62.4
S0842,Female,20,Electrical,4,71.1,4.7,4.68,80.8,Yes,2,4.2,Low,Yes,4.4,No,18.3,D,42.1
S0843,Male,20,BBA,4,71.8,,6.44,80.2,Yes,1,7.9,Low,Yes,5.3,No,12.3,C,49.1
S0844,Other,20,Civil,2,76.5,4.1,6.37,64.2,Yes,4,5.4,Medium,Yes,6.3,No,1.9,C,50.3
S0845,Male,23,Electronics,1,71.5,4.3,6.83,60.3,No,2,5.5,Medium,No,4.3,No,12.5,C,52.7
S0846,Male,19,Computer Science,1,79.3,4.8,6.23,63.1,No,1,6.1,Medium,Yes,4.0,No,9.7,C,57.0
S0847,Male,18,Civil,2,63.4,1.5,6.03,63.9,Yes,0,8.5,Medium,Yes,3.6,Yes,10.0,D,36.8
S0848,Other,18,Computer Science,1,71.6,3.0,5.86,56.7,No,2,6.3,Low,Yes,8.2,No,4.4,D,38.5
S0849,Female,22,MBA,1,81.2,7.6,6.38,72.4,Yes,0,7.6,High,Yes,10.0,No,4.1,C,45.7
S0850,Female,20,Mechanical,4,70.9,6.6,6.5,57.2,No,2,6.1,Low,Yes,6.0,No,15.4,C,49.5
S0851,Male,19,Civil,3,,5.9,7.0,69.9,Yes,1,4.6,High,Yes,8.5,No,4.0,C,50.1
S0852,Female,22,MBA,2,76.6,7.4,9.47,88.5,Yes,0,5.1,Medium,Yes,4.8,No,6.9,C,48.7
S0853,Male,22,Computer Science,1,86.3,6.7,8.37,56.0,Yes,2,6.5,High,Yes,5.8,No,12.9,D,40.9
S0854,Female,22,Electrical,2,,5.2,6.72,44.5,No,2,6.6,Low,No,7.0,No,1.8,C,58.4
S0855,Male,23,Electrical,1,75.7,6.7,7.78,64.9,Yes,0,7.2,Medium,Yes,5.9,No,10.0,C,51.5
S0856,Male,19,Mechanical,4,78.4,4.4,7.05,64.2,No,0,7.2,Low,No,7.0,No,9.9,D,37.6
S0857,Male,21,Civil,2,84.5,2.6,7.27,65.2,Yes,1,7.6,Low,Yes,6.0,Yes,12.5,C,49.8
S0858,Male,20,Civil,2,77.3,3.3,7.15,86.0,Yes,1,5.6,Medium,Yes,5.8,Yes,5.6,D,37.3
S0859,Female,22,Civil,2,,4.0,7.18,,No,3,8.7,Low,No,6.6,Yes,7.0,C,51.3
S0860,Male,21,MBA,1,,4.4,6.71,81.7,Yes,2,8.8,Medium,Yes,6.0,No,5.0,B,61.5
S0861,Female,21,BBA,3,73.0,2.1,6.31,63.4,No,2,5.9,Low,Yes,4.5,Yes,17.5,D,37.4
S0862,Male,21,BBA,3,76.9,4.3,7.32,55.8,Yes,1,5.5,Low,Yes,7.0,Yes,2.4,C,45.7
