Student_ID,Gender,Age,Department,Year_of_Study,Attendance_Percentage,Study_Hours_Per_Day,Previous_CGPA,Assignment_Completion_Rate,Online_Resources_Used,Extracurricular_Activities,Sleep_Hours,Family_Income_Category,Internet_Access,Mental_Health_Score,Part_Time_Job,Distance_From_College_KM,Final_Grade,Performance_Score,Predicted_Score,Risk_Category,Attendance_Group,Study_Group
S0439,Female,19,Civil,1,77.7,3.7,6.12,66.6,Yes,2,7.4,High,Yes,10.0,No,2.0,C,45.6,45.885999999999996,At-Risk,"(75, 90]","(2, 4]"
S0440,Male,21,Electrical,1,72.7,3.6,7.02,64.7,Yes,2,6.2,Medium,Yes,5.6,No,3.8,C,45.7,42.78399999999996,At-Risk,"(60, 75]","(2, 4]"
S0441,Male,24,Computer Science,2,72.6,4.9,7.36,78.4,Yes,1,6.5,Low,Yes,4.9,No,22.0,C,58.5,44.378000000000014,At-Risk,"(60, 75]","(4, 6]"
S0442,Other,18,Mechanical,1,87.3,6.8,8.48,76.1,Yes,1,6.0,High,Yes,8.7,No,6.0,B,64.6,62.30500000000007,Average,"(75, 90]","(6, 10]"
S0443,Male,21,Computer Science,2,82.2,4.5,7.51,68.0,No,3,3.3000000000000007,Low,No,6.0,No,7.3,C,50.2,48.76499999999993,At-Risk,"(75, 90]","(4, 6]"
S0444,Male,20,Electronics,4,79.4,5.3,7.08,77.6,No,1,5.6,High,Yes,3.9,No,20.7,D,37.6,44.1,At-Risk,"(75, 90]","(4, 6]"
S0445,Female,22,BBA,2,76.6,3.9,7.23,71.7,Yes,1,6.4,Low,Yes,3.2,Yes,8.4,C,47.7,45.810999999999964,At-Risk,"(75, 90]","(2, 4]"
S0446,Female,18,BBA,4,64.2,4.4,4.94,56.5,No,1,4.4,Low,No,5.2,No,3.2,D,44.3,32.93300000000001,At-Risk,"(60, 75]","(4, 6]"
S0447,Other,21,Civil,3,80.0,2.6,6.73,73.5,Yes,1,5.1,Low,Yes,5.0,Yes,23.3,D,38.4,40.479000000000035,At-Risk,"(75, 90]","(2, 4]"
S0448,Female,22,MBA,1,84.7,7.3,9.12,87.5,Yes,0,6.1,Low,No,5.9,No,1.3,C,55.7,59.68999999999997,At-Risk,"(75, 90]","(6, 10]"
S0449,Male,23,Civil,2,67.7,2.0,6.64,74.6,Yes,3,6.1,Low,Yes,4.7,Yes,23.6,D,41.1,37.570999999999955,At-Risk,"(60, 75]","(0, 2]"
S0450,Male,21,MBA,1,92.6,7.7,8.89,76.0,No,2,7.0,Medium,Yes,10.0,No,1.5,C,49.9,56.16499999999997,At-Risk,"(90, 100]","(6, 10]"
S0451,Female,20,BBA,2,68.9,5.2,6.96,71.4,Yes,2,6.2,High,Yes,3.4,No,12.0,D,42.6,42.78599999999999,At-Risk,"(60, 75]","(4, 6]"
S0452,Female,20,BBA,3,60.3,2.3,5.19,61.3,Yes,2,6.9,Medium,No,7.0,No,1.7,D,41.0,35.412000000000006,At-Risk,"(60, 75]","(2, 4]"
S0453,Male,22,Computer Science,1,76.0,5.4,7.2,48.2,No,1,5.7,Low,No,4.9,No,13.2,D,36.2,39.43299999999996,At-Risk,"(75, 90]","(4, 6]"
S0454,Female,20,Electrical,1,77.5,4.7,8.2,73.9,Yes,2,6.8,Medium,Yes,5.7,No,1.3,C,54.0,47.98799999999999,At-Risk,"(75, 90]","(4, 6]"
S0455,Male,17,Mechanical,2,85.1,5.1,9.55,86.0,Yes,0,8.3,Low,Yes,8.2,Yes,19.5,C,56.4,57.08699999999996,At-Risk,"(75, 90]","(4, 6]"
S0456,Female,23,Civil,4,72.0,1.0,5.18,56.6,No,0,6.8,Low,No,1.8,Yes,7.3,D,36.0,35.112,At-Risk,"(60, 75]","(0, 2]"
S0457,Male,21,Electronics,3,83.7,6.0,8.13,78.3,Yes,2,6.2,Medium,Yes,4.1,No,2.0,C,55.5,54.23000000000001,At-Risk,"(75, 90]","(4, 6]"
S0458,Male,21,MBA,3,86.7,4.0,7.72,86.9,Yes,0,5.4,Medium,Yes,4.8,Yes,13.3,C,45.9,47.972000000000016,At-Risk,"(75, 90]","(2, 4]"
S0459,Male,19,Electronics,1,82.5,3.8,8.03,68.7,No,1,6.6,Low,Yes,7.7,Yes,7.7,D,35.1,40.47299999999996,At-Risk,"(75, 90]","(2, 4]"
S0460,Male,21,Electrical,3,71.4,0.7,4.0,32.0,No,1,6.2,Low,No,8.4,No,3.1,D,33.8,31.975000000000026,At-Risk,"(60, 75]","(0, 2]"
S0461,Male,19,MBA,3,93.5,4.4,8.61,88.8,Yes,5,7.2,High,Yes,9.6,No,1.2,B,64.8,60.893000000000036,Average,"(90, 100]","(4, 6]"
S0462,Female,21,Civil,3,72.8,6.5,8.86,64.7,No,0,4.3,Low,No,1.9,No,6.4,F,28.0,37.44,At-Risk,"(60, 75]","(6, 10]"
S0463,Female,18,Computer Science,4,71.9,4.0,6.79,67.8,Yes,0,6.3,Medium,Yes,3.1,Yes,1.9,F,26.6,32.744999999999955,At-Risk,"(60, 75]","(2, 4]"
S0464,Female,21,Electronics,2,76.3,4.4,7.78,90.3,Yes,2,7.0,Medium,Yes,5.5,No,2.0,C,52.7,50.53299999999994,At-Risk,"(75, 90]","(4, 6]"
S0465,Other,25,Electrical,4,64.3,2.7,4.65,51.2,No,2,6.7,Low,No,5.7,No,4.1,F,21.4,25.459000000000028,At-Risk,"(60, 75]","(2, 4]"
S0466,Male,17,Civil,4,75.7,5.5,9.42,74.7,No,1,6.1,Low,No,1.7,Yes,11.0,C,46.1,49.18800000000001,At-Risk,"(75, 90]","(4, 6]"
S0467,Male,24,BBA,1,95.9,7.0,9.33,100.0,Yes,0,6.1,Medium,No,7.8,No,8.5,B,65.4,64.68199999999992,Average,"(90, 100]","(6, 10]"
S0468,Female,20,BBA,2,60.3,2.6,5.04,56.3,Yes,5,5.2,Medium,Yes,2.2,No,1.7,F,24.8,24.750000000000004,At-Risk,"(60, 75]","(2, 4]"
S0469,Male,22,Civil,4,71.7,6.6,7.26,71.4,No,3,7.0,Medium,Yes,9.2,No,29.4,B,65.6,46.683000000000014,At-Risk,"(60, 75]","(6, 10]"
S0470,Other,21,Civil,1,90.5,2.3,7.35,73.2,Yes,1,7.0,Medium,Yes,8.1,Yes,22.8,D,44.6,46.44800000000002,At-Risk,"(90, 100]","(2, 4]"
S0471,Male,20,Civil,2,70.4,3.4,6.96,68.7,Yes,2,4.8,High,Yes,3.0,Yes,4.0,D,34.2,36.70699999999995,At-Risk,"(60, 75]","(2, 4]"
S0472,Other,21,MBA,4,93.3,4.7,7.09,73.4,Yes,2,7.4,Medium,Yes,9.6,No,2.3,B,70.2,63.62299999999994,Average,"(90, 100]","(4, 6]"
S0473,Male,22,Civil,2,68.8,4.9,6.42,65.9,Yes,0,5.7,Medium,Yes,5.2,No,29.4,C,56.4,48.891999999999996,At-Risk,"(60, 75]","(4, 6]"
S0474,Female,20,Electronics,1,73.0,5.4,6.9,70.1,No,4,6.0,Medium,Yes,4.7,No,7.2,D,39.9,42.14400000000001,At-Risk,"(60, 75]","(4, 6]"
S0475,Female,19,Electrical,3,85.1,5.7,9.24,66.5,No,0,8.7,Medium,No,6.5,No,4.7,B,61.4,61.19299999999995,Average,"(75, 90]","(4, 6]"
S0476,Other,21,MBA,1,79.6,4.6,7.4,61.0,Yes,0,8.4,Medium,Yes,6.7,No,7.7,D,31.9,39.34000000000004,At-Risk,"(75, 90]","(4, 6]"
S0477,Male,22,Civil,2,83.3,5.4,7.62,67.4,Yes,2,4.8,Medium,Yes,5.4,No,15.8,A,80.7,70.34199999999993,Average,"(75, 90]","(4, 6]"
S0478,Female,21,Mechanical,1,76.9,4.4,6.37,63.8,Yes,0,5.0,Medium,Yes,6.0,No,2.8,C,55.1,52.27000000000001,At-Risk,"(75, 90]","(4, 6]"
S0479,Other,21,Mechanical,3,77.4,4.4,7.63,85.7,Yes,0,5.2,Low,Yes,3.4,Yes,15.6,C,53.8,52.40500000000006,At-Risk,"(75, 90]","(4, 6]"
S0480,Female,20,Electrical,2,65.5,4.4,6.51,65.1,Yes,1,8.4,Medium,Yes,6.1,No,14.8,C,47.3,43.227000000000054,At-Risk,"(60, 75]","(4, 6]"
S0481,Female,22,BBA,3,76.3,1.6,4.71,48.5,No,0,5.8,Low,Yes,4.8,No,8.8,F,28.0,31.542999999999996,At-Risk,"(75, 90]","(0, 2]"
S0482,Female,18,Computer Science,3,81.8,7.2,7.91,84.6,Yes,2,4.7,Low,Yes,8.8,No,21.1,C,50.0,53.92900000000003,At-Risk,"(75, 90]","(6, 10]"
S0483,Male,20,Computer Science,2,87.9,6.2,7.68,55.8,No,2,8.0,Low,Yes,6.3,No,2.4,B,69.2,54.605999999999995,At-Risk,"(75, 90]","(6, 10]"
S0484,Female,17,BBA,3,67.9,4.6,5.72,66.7,Yes,1,7.2,Medium,Yes,6.2,No,10.1,C,55.9,48.285,At-Risk,"(60, 75]","(4, 6]"
S0485,Female,19,MBA,1,69.3,3.6,4.95,69.1,Yes,2,9.2,Medium,Yes,10.0,No,7.0,D,34.7,36.05799999999995,At-Risk,"(60, 75]","(2, 4]"
S0486,Female,19,MBA,3,68.7,2.0,6.09,66.8,Yes,1,7.2,Low,Yes,5.9,Yes,6.5,F,29.8,33.22300000000003,At-Risk,"(60, 75]","(0, 2]"
S0487,Male,19,MBA,1,73.9,8.400000000000002,6.91,55.4,No,1,6.5,Medium,Yes,4.2,No,3.9,C,48.8,49.58299999999999,At-Risk,"(60, 75]","(6, 10]"
S0488,Male,21,Computer Science,4,72.3,4.9,6.3,70.5,Yes,1,6.8,Medium,Yes,3.8,No,5.7,D,38.1,38.782999999999966,At-Risk,"(60, 75]","(4, 6]"
S0489,Female,19,Mechanical,1,77.9,5.5,7.83,69.8,Yes,3,6.0,Low,Yes,3.2,No,2.1,C,48.7,47.951999999999934,At-Risk,"(75, 90]","(4, 6]"
S0490,Female,20,Computer Science,2,74.3,7.2,7.48,82.3,Yes,2,8.1,Medium,Yes,8.3,No,3.9,C,58.7,55.29099999999997,At-Risk,"(60, 75]","(6, 10]"
S0491,Male,19,Electronics,3,73.2,3.7,6.92,75.8,No,2,8.1,Medium,No,4.1,No,4.2,C,53.7,49.35099999999994,At-Risk,"(60, 75]","(2, 4]"
S0492,Female,19,Civil,2,73.5,4.4,6.22,59.3,Yes,0,4.6,Medium,Yes,8.2,No,13.8,D,33.1,37.52599999999996,At-Risk,"(60, 75]","(4, 6]"
S0493,Male,19,MBA,1,87.1,8.400000000000002,8.5,92.8,No,1,7.6,Medium,No,7.1,No,1.5,B,60.8,60.915000000000056,Average,"(75, 90]","(6, 10]"
S0494,Male,18,Mechanical,2,75.5,5.0,8.06,63.3,No,1,5.2,Medium,No,4.2,Yes,11.5,C,50.3,48.019000000000005,At-Risk,"(75, 90]","(4, 6]"
S0495,Male,20,Electrical,3,63.9,4.6,7.48,74.2,Yes,2,9.4,Low,Yes,6.1,Yes,3.5,F,27.6,32.09299999999997,At-Risk,"(60, 75]","(4, 6]"
S0496,Male,21,Electrical,3,84.4,3.0,7.97,66.4,Yes,2,8.3,Low,Yes,7.3,Yes,1.9,C,55.6,54.34000000000001,At-Risk,"(75, 90]","(2, 4]"
S0497,Female,20,Civil,2,76.4,6.4,8.19,75.6,Yes,3,5.1,Low,Yes,5.0,No,4.6,D,37.8,42.68400000000003,At-Risk,"(75, 90]","(6, 10]"
S0498,Male,20,Mechanical,2,77.9,3.2,7.27,65.3,Yes,0,6.8,High,Yes,5.5,No,3.5,D,39.4,41.05900000000004,At-Risk,"(75, 90]","(2, 4]"
S0499,Other,19,Computer Science,2,90.6,3.6,7.86,79.5,Yes,2,7.7,Low,Yes,8.4,Yes,9.0,C,50.4,51.306000000000004,At-Risk,"(90, 100]","(2, 4]"
S0500,Other,22,Computer Science,3,71.6,2.8,7.35,66.6,Yes,1,5.8,Low,Yes,5.6,Yes,5.4,D,31.6,33.29699999999996,At-Risk,"(60, 75]","(2, 4]"
S0501,Female,20,Electronics,3,75.3,4.8,7.6,71.5,Yes,2,4.9,High,Yes,3.6,No,29.4,C,55.7,49.636,At-Risk,"(75, 90]","(4, 6]"
S0502,Female,20,Electronics,2,57.3,0.9,5.45,57.0,Yes,0,6.6,High,Yes,3.7,Yes,29.4,F,20.4,29.394000000000016,At-Risk,"(0, 60]","(0, 2]"
S0503,Male,17,Computer Science,1,72.3,5.7,7.29,77.4,Yes,3,6.3,Medium,Yes,2.6,No,6.9,D,41.0,41.681,At-Risk,"(60, 75]","(4, 6]"
S0504,Female,19,Electrical,1,76.9,5.5,7.3,73.9,Yes,1,5.4,Low,No,6.1,Yes,16.9,C,49.9,49.81900000000002,At-Risk,"(75, 90]","(4, 6]"
S0505,Female,19,MBA,1,94.4,7.7,9.26,85.0,Yes,4,8.0,Low,Yes,8.6,No,1.1,B,70.7,68.11799999999994,Average,"(90, 100]","(6, 10]"
S0506,Male,19,Electrical,1,77.4,5.7,7.25,63.4,No,2,5.0,Medium,No,4.1,No,8.9,C,47.1,46.769,At-Risk,"(75, 90]","(4, 6]"
S0507,Female,20,Electronics,2,88.4,5.6,8.08,58.4,No,2,6.4,Low,No,9.9,No,14.6,C,58.9,56.433999999999976,At-Risk,"(75, 90]","(4, 6]"
S0508,Female,20,Civil,3,67.8,3.6,5.38,61.4,No,1,6.7,Low,No,10.0,No,3.4,D,37.6,37.793999999999954,At-Risk,"(60, 75]","(2, 4]"
S0509,Female,20,Computer Science,1,61.3,3.1,5.85,57.8,Yes,1,6.9,Medium,Yes,5.8,No,1.6,F,19.3,24.42400000000001,At-Risk,"(60, 75]","(2, 4]"
S0510,Female,21,Electronics,4,76.3,2.4,8.53,79.7,Yes,0,7.9,High,Yes,5.1,Yes,2.7,C,58.6,51.607000000000006,At-Risk,"(75, 90]","(2, 4]"
S0511,Female,22,Electronics,1,83.3,3.9,7.67,71.9,Yes,5,6.2,Low,Yes,6.3,No,6.8,B,66.6,61.943000000000026,Average,"(75, 90]","(2, 4]"
S0512,Male,21,MBA,3,65.7,3.0,6.45,60.0,Yes,3,3.4,Medium,Yes,6.0,No,8.1,D,37.9,36.38400000000004,At-Risk,"(60, 75]","(2, 4]"
S0513,Female,24,Computer Science,3,85.9,6.5,6.96,77.0,No,2,6.0,Medium,Yes,7.5,No,5.8,C,51.9,54.67099999999998,At-Risk,"(75, 90]","(6, 10]"
S0514,Female,17,MBA,2,76.3,3.9,6.44,60.3,Yes,1,7.4,Low,Yes,6.8,Yes,6.8,D,37.0,39.53599999999997,At-Risk,"(75, 90]","(2, 4]"
S0515,Male,18,Computer Science,1,81.7,3.8,7.19,52.7,No,4,6.3,Medium,Yes,6.2,No,7.4,C,50.3,39.72999999999999,At-Risk,"(75, 90]","(2, 4]"
S0516,Male,17,MBA,3,79.0,3.5,7.07,70.5,Yes,1,6.3,Low,Yes,8.2,Yes,15.7,C,45.9,45.20000000000001,At-Risk,"(75, 90]","(2, 4]"
S0517,Male,20,Electrical,2,89.2,7.4,7.3,74.0,No,4,7.1,Low,Yes,6.2,No,2.1,C,54.2,60.46399999999998,Average,"(75, 90]","(6, 10]"
S0518,Female,22,Civil,4,77.3,4.2,9.27,84.4,Yes,1,7.3,Medium,Yes,5.5,Yes,15.7,D,35.3,42.34300000000003,At-Risk,"(75, 90]","(4, 6]"
S0519,Other,19,Civil,2,87.7,4.4,9.63,90.1,Yes,1,4.4,Low,No,6.5,Yes,12.7,B,66.7,63.113999999999926,Average,"(75, 90]","(4, 6]"
S0520,Male,23,Computer Science,4,75.0,5.0,7.47,73.9,Yes,0,6.5,High,Yes,5.0,No,14.5,D,36.6,50.192999999999984,At-Risk,"(60, 75]","(4, 6]"
S0521,Female,18,Mechanical,1,85.3,6.7,9.62,78.2,No,2,6.3,Low,No,7.9,Yes,14.3,C,59.6,60.35500000000005,Average,"(75, 90]","(6, 10]"
S0522,Male,23,BBA,3,68.8,5.1,7.5,62.9,No,1,6.6,Medium,Yes,7.6,No,7.4,C,59.6,52.49800000000002,At-Risk,"(60, 75]","(4, 6]"
S0523,Other,19,Electronics,3,80.1,6.9,7.1,70.9,No,2,4.1,Medium,No,5.1,No,3.4,D,39.7,43.39399999999994,At-Risk,"(75, 90]","(6, 10]"
S0524,Female,18,Electronics,3,79.1,2.2,6.04,59.6,Yes,1,8.1,Low,Yes,3.2,Yes,8.7,D,43.1,34.008999999999986,At-Risk,"(75, 90]","(2, 4]"
S0525,Female,20,Computer Science,1,61.1,4.2,6.82,68.8,Yes,0,6.5,Low,Yes,3.2,No,29.4,F,24.6,28.041999999999977,At-Risk,"(60, 75]","(4, 6]"
S0526,Male,19,MBA,3,79.9,3.4,7.0,74.4,Yes,1,7.0,Medium,Yes,6.4,No,9.9,C,48.4,45.27299999999998,At-Risk,"(75, 90]","(2, 4]"
S0527,Male,19,Mechanical,2,80.7,5.3,6.79,64.3,No,3,8.6,High,Yes,8.0,No,1.1,C,52.4,52.446000000000005,At-Risk,"(75, 90]","(4, 6]"
S0528,Male,19,Electrical,3,77.2,4.4,6.34,60.6,Yes,2,7.0,High,Yes,9.3,No,1.6,C,50.0,50.62999999999998,At-Risk,"(75, 90]","(4, 6]"
S0529,Male,22,MBA,2,69.0,8.400000000000002,7.94,68.1,Yes,1,4.7,Medium,Yes,5.4,No,29.4,C,50.5,52.101000000000006,At-Risk,"(60, 75]","(6, 10]"
S0530,Female,20,MBA,4,76.3,4.1,5.96,49.4,No,2,6.4,Medium,No,4.2,No,1.7,C,46.0,41.25500000000001,At-Risk,"(75, 90]","(4, 6]"
S0531,Female,19,Computer Science,1,74.9,2.1,4.99,54.0,Yes,2,7.3,Medium,Yes,6.0,Yes,1.5,D,39.1,36.86999999999996,At-Risk,"(60, 75]","(2, 4]"
S0532,Other,20,Computer Science,3,69.2,0.7,5.33,49.8,No,5,6.6,Medium,Yes,5.0,Yes,5.4,C,46.9,32.36000000000001,At-Risk,"(60, 75]","(0, 2]"
S0533,Other,21,Electronics,4,63.7,4.4,4.14,41.9,No,2,8.5,Medium,Yes,8.8,Yes,29.4,F,23.3,26.226000000000017,At-Risk,"(60, 75]","(4, 6]"
S0534,Female,19,Computer Science,3,78.6,4.4,5.1,63.6,Yes,0,5.5,Medium,Yes,8.0,No,4.8,B,60.4,55.95799999999996,At-Risk,"(75, 90]","(4, 6]"
S0535,Female,20,Computer Science,2,66.1,3.3,5.08,59.9,Yes,1,8.0,High,Yes,5.5,No,6.3,F,27.5,30.113000000000003,At-Risk,"(60, 75]","(2, 4]"
S0536,Female,18,Computer Science,2,81.7,2.1,5.15,58.5,No,3,7.5,Medium,Yes,8.1,No,11.1,D,30.5,33.652,At-Risk,"(75, 90]","(2, 4]"
S0537,Female,18,Electronics,4,84.9,4.9,6.91,73.3,Yes,1,6.6,High,Yes,4.3,No,1.2,C,46.7,52.57800000000001,At-Risk,"(75, 90]","(4, 6]"
S0538,Male,21,Electrical,1,71.4,3.1,5.75,48.0,Yes,1,6.9,Medium,Yes,4.3,No,23.8,D,37.8,37.05000000000003,At-Risk,"(60, 75]","(2, 4]"
S0539,Male,18,Electrical,2,76.3,2.7,5.77,46.6,No,4,5.3,Low,No,7.7,No,8.3,D,39.2,37.57199999999996,At-Risk,"(75, 90]","(2, 4]"
S0540,Male,20,BBA,3,52.9,2.1,4.37,63.4,Yes,0,6.1,Low,Yes,4.6,Yes,7.3,D,39.3,35.641000000000034,At-Risk,"(0, 60]","(2, 4]"
S0541,Female,21,BBA,3,74.4,4.9,7.3,58.2,Yes,0,7.2,Medium,Yes,8.5,No,20.7,C,49.6,48.782,At-Risk,"(60, 75]","(4, 6]"
S0542,Female,18,Computer Science,1,85.7,4.2,7.52,73.8,No,3,6.3,Medium,Yes,6.0,Yes,29.4,B,61.8,49.971,At-Risk,"(75, 90]","(4, 6]"
S0543,Male,20,BBA,3,81.1,4.4,7.28,70.7,Yes,1,6.6,High,Yes,5.7,No,6.5,C,52.5,46.35699999999999,At-Risk,"(75, 90]","(4, 6]"
S0544,Female,19,Electronics,3,81.8,3.5,7.26,55.8,No,0,7.7,Low,No,7.1,Yes,2.9,C,54.1,50.92200000000002,At-Risk,"(75, 90]","(2, 4]"
S0545,Female,24,Electrical,1,72.2,4.2,7.12,75.2,Yes,1,4.2,High,Yes,6.2,No,17.9,D,43.9,41.861,At-Risk,"(60, 75]","(4, 6]"
S0546,Male,20,MBA,4,76.3,4.3,4.54,56.4,Yes,0,6.9,High,Yes,3.7,No,6.2,D,32.3,35.43500000000004,At-Risk,"(75, 90]","(4, 6]"
S0547,Male,22,Electrical,1,67.1,4.1,7.14,67.8,Yes,0,8.6,Low,Yes,8.2,No,28.4,C,52.0,46.83599999999999,At-Risk,"(60, 75]","(4, 6]"
S0548,Female,20,Electrical,2,71.4,4.9,7.42,70.3,Yes,2,6.0,High,Yes,4.5,No,29.4,C,46.8,45.75800000000007,At-Risk,"(60, 75]","(4, 6]"
S0549,Female,17,Electronics,1,86.9,4.1,8.62,58.8,Yes,2,5.0,High,Yes,3.1,Yes,2.2,C,55.0,47.86400000000001,At-Risk,"(75, 90]","(4, 6]"
S0550,Female,20,BBA,1,72.9,8.400000000000002,8.01,77.6,Yes,0,6.0,Medium,Yes,7.3,No,29.4,C,54.9,53.285,At-Risk,"(60, 75]","(6, 10]"
S0551,Female,24,MBA,4,82.7,4.8,8.91,82.4,Yes,1,4.7,Medium,Yes,4.7,No,5.6,B,63.1,59.194000000000045,At-Risk,"(75, 90]","(4, 6]"
S0552,Female,20,Electronics,2,64.8,3.3,5.2,57.9,Yes,5,6.8,High,Yes,6.0,No,11.4,D,37.3,32.42100000000002,At-Risk,"(60, 75]","(2, 4]"
S0553,Female,22,Computer Science,2,69.7,1.8,4.84,54.5,No,1,6.4,Medium,No,7.8,No,1.4,F,24.3,28.022000000000006,At-Risk,"(60, 75]","(0, 2]"
S0554,Female,22,Civil,1,63.8,1.8,4.61,49.9,Yes,2,6.9,Low,Yes,4.1,Yes,23.0,F,29.0,28.640999999999995,At-Risk,"(60, 75]","(0, 2]"
S0555,Female,19,Electrical,3,84.7,7.4,7.55,62.6,No,1,6.3,High,Yes,7.7,No,11.3,B,71.5,66.32999999999997,Average,"(75, 90]","(6, 10]"
S0556,Male,19,Civil,3,78.1,3.2,5.93,60.2,Yes,2,6.7,Medium,Yes,5.1,No,11.3,C,46.4,44.79800000000004,At-Risk,"(75, 90]","(2, 4]"
S0557,Male,20,Electronics,2,79.0,5.3,7.77,73.6,Yes,0,7.0,Medium,Yes,7.2,No,24.2,C,58.2,55.343999999999916,At-Risk,"(75, 90]","(4, 6]"
S0558,Male,20,Electronics,2,77.4,2.8,6.28,65.5,Yes,2,5.1,Low,Yes,5.9,Yes,8.1,D,42.1,42.08200000000001,At-Risk,"(75, 90]","(2, 4]"
S0559,Female,22,Electronics,4,92.3,6.0,8.19,76.8,Yes,2,6.9,Medium,Yes,8.7,Yes,6.3,B,64.8,59.65,At-Risk,"(90, 100]","(4, 6]"
S0560,Female,23,Civil,2,74.1,5.8,6.83,49.4,No,2,8.2,Low,No,9.0,No,21.1,D,41.8,43.922000000000054,At-Risk,"(60, 75]","(4, 6]"
S0561,Female,19,Electronics,2,78.2,3.5,6.46,60.3,No,1,5.3,High,Yes,5.7,No,14.6,D,43.9,43.61200000000001,At-Risk,"(75, 90]","(2, 4]"
S0562,Male,19,Computer Science,1,77.1,4.4,7.52,72.1,Yes,2,6.9,Low,Yes,6.0,No,29.4,C,50.3,50.58400000000007,At-Risk,"(75, 90]","(4, 6]"
S0563,Male,21,Electronics,3,67.9,4.4,6.85,66.8,Yes,0,8.1,Low,No,4.5,No,29.2,F,24.0,30.631000000000004,At-Risk,"(60, 75]","(4, 6]"
S0564,Male,19,Mechanical,2,82.6,6.8,6.68,63.3,No,3,5.1,Medium,Yes,7.6,No,5.8,D,44.6,48.75800000000001,At-Risk,"(75, 90]","(6, 10]"
S0565,Male,22,BBA,2,70.1,4.6,5.84,48.7,No,2,7.5,Low,No,8.1,Yes,6.9,D,31.1,34.24299999999996,At-Risk,"(60, 75]","(4, 6]"
S0566,Female,20,Civil,1,74.4,6.9,6.68,63.9,Yes,1,6.2,Medium,Yes,6.0,No,4.0,B,60.5,56.969000000000015,At-Risk,"(60, 75]","(6, 10]"
S0567,Male,21,Mechanical,4,76.3,3.2,6.17,56.2,Yes,4,7.7,High,Yes,8.6,No,11.8,D,38.5,39.876999999999995,At-Risk,"(75, 90]","(2, 4]"
S0568,Male,18,Electronics,1,73.0,2.3,6.46,56.1,No,2,5.5,High,Yes,1.4,Yes,5.5,D,36.4,36.15000000000004,At-Risk,"(60, 75]","(2, 4]"
S0569,Female,20,Computer Science,3,63.8,5.2,6.27,58.1,No,3,6.5,Low,No,3.9,No,16.4,C,51.2,44.75899999999996,At-Risk,"(60, 75]","(4, 6]"
S0570,Male,20,Electrical,2,82.2,4.4,9.38,70.6,No,1,4.7,Low,No,8.2,Yes,2.3,C,52.2,51.21399999999995,At-Risk,"(75, 90]","(4, 6]"
S0571,Female,20,MBA,1,75.9,4.4,6.45,69.7,Yes,3,7.0,High,Yes,6.8,No,2.2,C,51.2,49.453999999999944,At-Risk,"(75, 90]","(4, 6]"
S0572,Female,18,BBA,3,90.3,4.5,8.15,68.5,Yes,1,7.0,High,Yes,8.7,No,3.3,C,47.2,48.95599999999997,At-Risk,"(90, 100]","(4, 6]"
S0573,Male,21,MBA,2,66.1,2.7,4.97,65.4,Yes,2,7.1,Medium,Yes,5.2,Yes,1.9,D,33.4,32.75500000000004,At-Risk,"(60, 75]","(2, 4]"
S0574,Female,22,Electronics,4,81.4,4.5,6.17,72.3,Yes,1,7.1,Medium,Yes,6.5,No,10.7,D,39.6,43.31199999999996,At-Risk,"(75, 90]","(4, 6]"
S0575,Female,19,BBA,4,88.2,4.6,8.3,80.5,No,1,6.4,Low,No,8.3,Yes,2.6,D,42.0,45.836999999999996,At-Risk,"(75, 90]","(4, 6]"
S0576,Female,18,BBA,4,64.2,3.9,5.57,60.5,Yes,1,4.7,High,Yes,5.5,No,2.7,D,36.3,35.22200000000003,At-Risk,"(60, 75]","(2, 4]"
S0577,Male,17,Computer Science,1,74.3,1.2,6.15,52.2,No,2,7.7,Medium,Yes,7.4,Yes,1.1,D,36.2,34.25599999999999,At-Risk,"(60, 75]","(0, 2]"
S0578,Female,20,BBA,3,81.6,3.3,7.57,71.1,Yes,2,6.5,Low,Yes,5.2,Yes,16.2,D,39.4,42.762000000000036,At-Risk,"(75, 90]","(2, 4]"
S0579,Female,20,Civil,2,73.9,5.6,8.77,81.2,Yes,2,7.0,Low,Yes,6.0,Yes,17.7,D,39.6,48.88300000000001,At-Risk,"(60, 75]","(4, 6]"
S0580,Male,20,Mechanical,4,72.8,5.9,5.75,68.8,Yes,1,6.3,High,Yes,6.2,No,2.8,D,42.1,43.26499999999998,At-Risk,"(60, 75]","(4, 6]"
S0581,Male,19,Mechanical,3,58.7,2.0,5.53,70.1,Yes,1,8.9,Low,Yes,2.9,Yes,14.5,F,21.7,23.145000000000014,At-Risk,"(0, 60]","(0, 2]"
S0582,Other,19,Mechanical,4,73.6,4.8,6.85,73.8,Yes,1,5.8,Low,Yes,6.7,No,6.7,C,53.2,49.80399999999993,At-Risk,"(60, 75]","(4, 6]"
S0583,Female,20,Civil,2,90.7,5.8,10.0,66.8,Yes,2,5.8,Medium,Yes,4.8,No,3.7,B,60.7,60.583999999999925,Average,"(90, 100]","(4, 6]"
S0584,Male,20,MBA,2,78.2,3.5,5.34,59.2,Yes,0,4.6,Low,No,6.0,No,10.7,C,57.1,51.891000000000005,At-Risk,"(75, 90]","(2, 4]"
